,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,side,InGroup
3883,Earth,False,TRAPPIST-1e,38.0,False,0.0,18.0,30.0,0.0,832.0,No,F,P,True
3884,Earth,False,TRAPPIST-1e,28.0,False,0.0,241.0,6.0,0.0,542.0,No,E,P,True
3885,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Yes,D,P,True
3886,Europa,False,TRAPPIST-1e,41.0,False,0.0,1562.0,0.0,2.0,16.0,Yes,D,P,True
3887,Europa,True,TRAPPIST-1e,28.0,False,224.687617481203,0.0,0.0,0.0,0.0,Yes,B,P,False
3888,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
3889,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3890,Mars,False,TRAPPIST-1e,58.0,False,12.0,0.0,186.0,2436.0,4.0,No,F,P,True
3891,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3892,Mars,False,55 Cancri e,24.0,False,1363.0,0.0,50.0,0.0,0.0,No,F,P,True
3893,Mars,False,TRAPPIST-1e,56.0,False,128.0,0.0,959.0,0.0,42.0,No,F,P,True
3894,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3895,Mars,False,TRAPPIST-1e,19.0,False,154.0,170.0,2074.0,0.0,0.0,Yes,D,P,True
3896,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,658.0,133.0,No,E,P,False
3897,Earth,False,TRAPPIST-1e,47.0,False,59.0,1.0,327.0,557.0,0.0,No,F,P,False
3898,Earth,False,55 Cancri e,37.0,False,0.0,89.0,15.0,20.0,592.0,No,F,P,False
3899,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3900,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3901,Mars,False,TRAPPIST-1e,20.0,False,760.0,0.0,742.0,352.0,0.0,Yes,F,P,True
3902,Mars,False,TRAPPIST-1e,38.0,False,490.0,663.0,358.0,855.0,0.0,No,F,P,True
3903,Mars,False,TRAPPIST-1e,46.0,False,247.0,0.0,418.0,480.0,36.0,No,D,P,True
3904,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3905,Mars,False,55 Cancri e,24.0,False,612.0,326.0,46.0,87.0,0.0,Yes,F,P,True
3906,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
3907,Europa,True,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
3908,Europa,False,55 Cancri e,44.0,False,36.0,588.0,0.0,1675.0,3597.0,No,B,S,True
3909,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,4.0,6.0,773.0,No,G,P,False
3910,Europa,False,TRAPPIST-1e,30.0,True,0.0,1172.0,183.0,91.0,0.0,Yes,A,S,True
3911,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,S,True
3912,Europa,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,P,True
3913,Europa,False,TRAPPIST-1e,0.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Yes,C,P,True
3914,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
3915,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,P,True
3916,Europa,False,55 Cancri e,31.0,False,2.0,8747.0,0.0,4840.0,14485.0,No,C,P,True
3917,Europa,False,55 Cancri e,41.0,True,0.0,9463.0,0.0,1022.0,1562.0,Yes,C,P,True
3918,Europa,False,55 Cancri e,33.0,False,0.0,2020.0,0.0,1817.0,182.0,No,A,S,True
3919,Europa,False,TRAPPIST-1e,43.0,False,0.0,124.0,0.0,3975.0,186.0,No,A,S,True
3920,Europa,False,55 Cancri e,43.0,True,0.0,3172.0,0.0,26.0,4376.0,No,A,S,True
3921,Earth,False,TRAPPIST-1e,36.0,False,1367.0,108.0,173.72916912197996,0.0,77.0,No,F,S,False
3922,Earth,False,55 Cancri e,19.0,False,558.0,0.0,353.0,0.0,8.0,No,F,P,False
3923,Earth,False,TRAPPIST-1e,24.0,False,0.0,1725.0,0.0,0.0,0.0,Yes,G,P,False
3924,Earth,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
3925,Earth,False,TRAPPIST-1e,23.0,False,1277.0,84.0,0.0,240.0,598.0,Yes,F,P,False
3926,Earth,False,55 Cancri e,17.0,False,558.0,0.0,3.0,0.0,1226.0,No,G,S,False
3927,Mars,False,TRAPPIST-1e,18.0,False,950.0,1.0,236.0,754.0,0.0,No,D,S,False
3928,Mars,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
3929,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
3930,Earth,False,TRAPPIST-1e,66.0,False,610.0,2549.0,0.0,17.0,0.0,Yes,F,S,True
3931,Earth,False,TRAPPIST-1e,27.0,False,0.0,867.0,0.0,128.0,363.0,Yes,F,S,True
3932,Earth,False,TRAPPIST-1e,19.0,False,1620.0,0.0,4.0,0.0,82.0,No,G,S,True
3933,Earth,False,TRAPPIST-1e,55.0,False,0.0,198.0,703.0,1.0,0.0,Yes,F,S,False
3934,Mars,False,TRAPPIST-1e,40.0,False,0.0,0.0,1.0,293.0,667.0,No,D,P,False
3935,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
3936,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
3937,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
3938,Earth,False,TRAPPIST-1e,37.0,False,0.0,886.0,0.0,58.0,441.0,No,F,S,False
3939,Earth,False,TRAPPIST-1e,22.0,False,0.0,13.0,524.0,7.0,0.0,No,F,P,False
3940,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
3941,Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
3942,Mars,False,55 Cancri e,37.0,False,326.0,0.0,455.0,2.0,0.0,No,D,P,False
3943,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
3944,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
3945,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,P,False
3946,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Yes,G,S,False
3947,Earth,False,PSO J318.5-22,23.0,False,4.0,157.0,142.0,311.1387779083431,196.0,No,G,S,False
3948,Europa,False,TRAPPIST-1e,23.0,False,3.0,343.0,0.0,4280.0,0.0,No,E,P,False
3949,Mars,False,TRAPPIST-1e,34.0,True,992.0,0.0,14.0,0.0,0.0,No,D,P,False
3950,Europa,True,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,P,True
3951,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,P,True
3952,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
3953,Mars,False,TRAPPIST-1e,30.0,False,176.0,0.0,2310.0,0.0,304.8547912992357,Yes,F,P,True
3954,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Yes,F,P,True
3955,Mars,False,TRAPPIST-1e,40.0,False,1268.0,0.0,0.0,0.0,0.0,No,F,P,True
3956,Mars,False,TRAPPIST-1e,32.0,False,1331.0,416.0,0.0,665.0,64.0,No,F,P,True
3957,Earth,False,TRAPPIST-1e,31.0,False,553.0,224.0,9.0,1.0,0.0,No,E,P,False
3958,Earth,False,TRAPPIST-1e,13.0,False,27.0,81.0,1080.0,0.0,0.0,Yes,F,P,False
3959,Earth,False,TRAPPIST-1e,29.0,False,37.0,0.0,167.0,608.0,0.0,No,G,P,True
3960,Earth,False,TRAPPIST-1e,28.0,False,0.0,53.0,0.0,732.0,6.0,No,E,P,True
3961,Mars,False,55 Cancri e,19.0,False,1184.0,88.0,0.0,0.0,334.0,Yes,F,S,True
3962,Mars,False,55 Cancri e,24.0,False,469.0,0.0,173.72916912197996,196.0,0.0,Yes,E,S,True
3963,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,No,E,P,False
3964,Earth,False,55 Cancri e,13.0,False,406.0,0.0,1670.0,0.0,427.0,No,F,P,False
3965,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,23.0,820.0,22.0,No,F,P,False
3966,Earth,False,55 Cancri e,24.0,False,0.0,0.0,1435.0,10.0,0.0,Yes,F,S,False
3967,Europa,False,TRAPPIST-1e,47.0,False,0.0,4983.0,0.0,173.0,43.0,Yes,B,S,False
3968,Europa,False,TRAPPIST-1e,27.0,False,0.0,144.0,76.0,184.0,3932.0,No,B,P,False
3969,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,774.0,0.0,13.0,Yes,E,S,False
3970,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,False
3971,Earth,False,TRAPPIST-1e,68.0,False,0.0,1.0,223.0,580.0,0.0,No,F,P,False
3972,Europa,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,False
3973,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
3974,Mars,False,TRAPPIST-1e,36.0,False,3002.0,21.0,150.0,0.0,0.0,No,D,S,False
3975,Earth,False,TRAPPIST-1e,17.0,False,0.0,628.0,0.0,66.0,449.0,Yes,F,S,False
3976,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
3977,Earth,False,TRAPPIST-1e,30.0,False,0.0,10.0,0.0,3840.0,329.0,No,G,P,False
3978,Europa,False,TRAPPIST-1e,58.0,False,0.0,2946.0,0.0,101.0,387.0,Yes,B,S,True
3979,Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
3980,Europa,False,55 Cancri e,20.0,False,354.0,1546.0,323.0,284.0,315.0,Yes,B,S,True
3981,Earth,False,TRAPPIST-1e,29.0,False,715.0,0.0,173.72916912197996,698.0,106.0,No,F,P,False
3982,Earth,False,TRAPPIST-1e,15.0,False,156.0,1.0,1132.0,192.0,33.0,Yes,F,S,False
3983,Earth,False,TRAPPIST-1e,30.0,False,488.0,0.0,242.0,0.0,79.0,No,G,P,False
3984,Europa,False,55 Cancri e,33.0,False,5493.0,9401.0,23.0,3013.0,303.0,No,B,P,True
3985,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,P,True
3986,Europa,False,TRAPPIST-1e,62.0,False,0.0,22.0,0.0,3314.0,22.0,No,B,P,True
3987,Earth,True,PSO J318.5-22,41.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
3988,Earth,False,TRAPPIST-1e,27.0,False,6.0,0.0,0.0,768.0,1141.0,No,F,P,True
3989,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
3990,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
3991,Earth,False,TRAPPIST-1e,19.0,False,571.0,0.0,0.0,97.0,813.0,Yes,F,P,True
3992,Earth,False,TRAPPIST-1e,37.0,False,0.0,0.0,115.0,671.0,0.0,No,G,P,True
3993,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
3994,Earth,False,TRAPPIST-1e,29.0,False,13.0,0.0,664.0,74.0,101.0,No,G,P,True
3995,Earth,False,55 Cancri e,44.0,False,0.0,0.0,608.0,0.0,91.0,No,F,P,True
3996,Earth,False,TRAPPIST-1e,19.0,False,0.0,265.0,882.0,2.0,293.0,No,F,P,False
3997,Europa,False,TRAPPIST-1e,39.0,False,0.0,266.0,0.0,1254.0,197.0,No,A,P,True
3998,Europa,False,TRAPPIST-1e,63.0,False,0.0,490.0,1.0,2882.0,18.0,No,A,P,True
3999,Europa,False,TRAPPIST-1e,39.0,False,9.0,1525.0,0.0,0.0,146.0,No,A,P,True
4000,Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,False
4001,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4002,Mars,False,55 Cancri e,56.0,False,412.0,492.0,9.0,117.0,33.0,Yes,D,S,False
4003,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,P,True
4004,Europa,False,55 Cancri e,26.0,False,1.0,1269.0,4790.0,270.0,5116.0,No,C,P,True
4005,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,1300.0,No,F,S,False
4006,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4007,Earth,True,TRAPPIST-1e,13.0,False,224.687617481203,0.0,0.0,0.0,0.0,Yes,G,P,True
4008,Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,1020.0,0.0,0.0,Yes,F,P,True
4009,Europa,False,55 Cancri e,30.0,False,24.0,2558.0,98.0,0.0,5361.0,No,G,S,False
4010,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,P,False
4011,Earth,False,TRAPPIST-1e,55.0,False,0.0,252.0,1.0,0.0,553.0,Yes,F,S,False
4012,Earth,False,PSO J318.5-22,19.0,False,0.0,2.0,0.0,669.0,0.0,No,F,P,False
4013,Earth,False,TRAPPIST-1e,24.0,False,0.0,717.0,222.0,8.0,1.0,Yes,G,S,False
4014,Europa,False,TRAPPIST-1e,32.0,False,401.0,3724.0,5.0,422.0,62.0,Yes,C,S,False
4015,Mars,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,No,E,P,False
4016,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
4017,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
4018,Europa,False,55 Cancri e,28.0,False,0.0,31.0,0.0,1283.0,871.0,Yes,A,S,False
4019,Earth,False,TRAPPIST-1e,52.0,False,0.0,559.0,0.0,0.0,0.0,Yes,F,S,False
4020,Earth,False,TRAPPIST-1e,29.0,False,646.0,91.0,13.0,0.0,0.0,Yes,G,S,False
4021,Mars,False,55 Cancri e,23.0,False,49.0,0.0,2716.0,0.0,0.0,Yes,D,P,True
4022,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
4023,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
4024,Europa,False,55 Cancri e,41.0,False,14.0,6777.0,81.0,604.0,2936.0,No,B,P,False
4025,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4026,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Yes,E,P,False
4027,Earth,True,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
4028,Earth,False,55 Cancri e,15.0,False,36.0,841.0,0.0,0.0,0.0,Yes,F,S,True
4029,Earth,False,TRAPPIST-1e,38.0,False,0.0,668.0,84.0,267.0,0.0,No,G,S,True
4030,Earth,False,TRAPPIST-1e,56.0,False,0.0,779.0,12.0,3.0,35.0,No,F,P,True
4031,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
4032,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
4033,Mars,False,55 Cancri e,22.0,False,1371.0,0.0,235.0,0.0,0.0,Yes,F,S,False
4034,Earth,False,TRAPPIST-1e,37.0,False,0.0,0.0,785.0,3.0,0.0,No,E,P,True
4035,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
4036,Earth,False,TRAPPIST-1e,22.0,False,563.0,521.0,364.0,0.0,0.0,No,F,S,False
4037,Europa,False,TRAPPIST-1e,26.0,False,0.0,137.0,0.0,0.0,7629.0,No,B,P,False
4038,Earth,False,TRAPPIST-1e,22.0,False,0.0,3.0,486.0,0.0,228.0,Yes,E,P,True
4039,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
4040,Earth,False,PSO J318.5-22,28.82793046746535,False,0.0,22.0,0.0,1156.0,0.0,No,F,P,False
4041,Mars,False,TRAPPIST-1e,24.0,False,439.0,0.0,2140.0,0.0,0.0,Yes,D,S,False
4042,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,False
4043,Earth,False,TRAPPIST-1e,48.0,False,2.0,0.0,83.0,589.0,233.0,No,G,P,False
4044,Earth,False,TRAPPIST-1e,24.0,False,786.0,0.0,0.0,7.0,0.0,No,E,P,False
4045,Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
4046,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
4047,Mars,False,TRAPPIST-1e,25.0,False,412.0,0.0,567.0,775.0,0.0,No,F,S,True
4048,Mars,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
4049,Earth,False,TRAPPIST-1e,20.0,False,0.0,187.0,712.0,0.0,0.0,Yes,F,S,False
4050,Earth,False,TRAPPIST-1e,22.0,False,39.0,0.0,63.0,3.0,654.0,No,F,S,False
4051,Mars,False,55 Cancri e,28.0,False,427.0,0.0,754.0,0.0,0.0,Yes,D,S,False
4052,Earth,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4053,Europa,False,55 Cancri e,28.0,False,0.0,3345.0,0.0,2143.0,27.0,No,B,P,False
4054,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,S,False
4055,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,False
4056,Europa,False,TRAPPIST-1e,29.0,True,267.0,1418.0,257.0,843.0,0.0,Yes,C,S,True
4057,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
4058,Europa,False,TRAPPIST-1e,36.0,False,0.0,563.0,0.0,1301.0,830.0,Yes,G,S,True
4059,Europa,False,55 Cancri e,40.0,False,2320.0,0.0,4874.0,3131.0,498.0,Yes,C,S,True
4060,Mars,False,TRAPPIST-1e,49.0,False,22.0,0.0,1129.0,0.0,77.0,Yes,F,S,False
4061,Europa,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
4062,Europa,False,TRAPPIST-1e,41.0,False,0.0,545.0,0.0,2740.0,293.0,Yes,C,S,True
4063,Europa,False,55 Cancri e,44.0,False,0.0,14201.0,0.0,22.0,584.0,Yes,C,S,True
4064,Mars,False,TRAPPIST-1e,47.0,False,2044.0,0.0,95.0,0.0,120.0,No,F,S,False
4065,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,945.0,0.0,4.0,Yes,F,S,False
4066,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4067,Earth,False,TRAPPIST-1e,18.0,False,0.0,35.0,661.0,0.0,63.0,Yes,F,S,False
4068,Earth,False,TRAPPIST-1e,28.0,False,0.0,1125.0,3.0,562.0,7.0,No,G,P,False
4069,Earth,False,55 Cancri e,22.0,False,429.0,2.0,232.0,0.0,59.0,Yes,E,P,False
4070,Earth,False,TRAPPIST-1e,50.0,False,444.0,0.0,408.0,0.0,0.0,No,G,P,False
4071,Europa,True,TRAPPIST-1e,47.0,True,0.0,0.0,0.0,0.0,0.0,Yes,B,P,False
4072,Mars,False,TRAPPIST-1e,55.0,False,802.0,0.0,155.0,4.0,337.0,No,E,P,False
4073,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
4074,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,1.0,0.0,2330.0,No,G,S,True
4075,Earth,False,TRAPPIST-1e,21.0,False,641.0,0.0,409.0,0.0,0.0,No,F,P,False
4076,Europa,False,TRAPPIST-1e,37.0,False,33.0,3484.0,17.0,4.0,1384.0,Yes,C,S,True
4077,Europa,False,TRAPPIST-1e,31.0,False,22.0,10025.0,2.0,124.0,1.0,Yes,C,S,True
4078,Earth,False,TRAPPIST-1e,23.0,False,115.0,1.0,0.0,311.1387779083431,249.0,No,E,P,False
4079,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,False
4080,Mars,False,TRAPPIST-1e,23.0,False,118.0,0.0,949.0,206.0,2071.0,No,D,P,False
4081,Earth,False,PSO J318.5-22,20.0,False,0.0,272.0,108.0,311.1387779083431,230.0,Yes,F,S,False
4082,Europa,False,TRAPPIST-1e,28.0,False,3.0,2127.0,0.0,696.0,10.0,No,C,P,True
4083,Europa,False,55 Cancri e,40.0,False,0.0,17687.0,0.0,425.0,155.0,Yes,C,P,True
4084,Europa,False,55 Cancri e,54.0,False,0.0,1832.0,0.0,0.0,1768.0,No,C,P,True
4085,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
4086,Earth,False,55 Cancri e,27.0,False,0.0,14.0,0.0,734.0,331.0,Yes,F,S,False
4087,Europa,False,TRAPPIST-1e,43.0,False,0.0,1947.0,0.0,0.0,1651.0,Yes,B,S,False
4088,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
4089,Earth,False,TRAPPIST-1e,13.0,False,552.0,247.0,0.0,4.0,0.0,No,F,P,False
4090,Earth,False,PSO J318.5-22,15.0,False,0.0,0.0,873.0,0.0,5.0,Yes,F,P,False
4091,Earth,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4092,Mars,True,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
4093,Earth,False,TRAPPIST-1e,19.0,False,857.0,0.0,0.0,0.0,0.0,No,F,S,False
4094,Earth,False,TRAPPIST-1e,21.0,False,3.0,1.0,0.0,1494.0,110.0,No,G,S,False
4095,Europa,False,TRAPPIST-1e,27.0,False,0.0,2717.0,0.0,0.0,986.0,Yes,C,S,True
4096,Europa,False,55 Cancri e,39.0,False,106.0,243.0,126.0,7.0,4967.0,No,C,S,True
4097,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
4098,Europa,False,TRAPPIST-1e,25.0,False,0.0,4384.0,4285.0,812.0,360.0,Yes,C,S,True
4099,Europa,False,55 Cancri e,34.0,False,224.687617481203,7221.0,0.0,288.0,2275.0,Yes,C,S,True
4100,Mars,True,TRAPPIST-1e,54.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Yes,F,S,True
4101,Mars,False,TRAPPIST-1e,42.0,False,954.0,0.0,1.0,0.0,0.0,No,E,S,True
4102,Earth,False,PSO J318.5-22,36.0,False,735.0,0.0,2.0,0.0,0.0,No,F,S,False
4103,Earth,False,PSO J318.5-22,43.0,False,0.0,168.0,3.0,0.0,452.0,Yes,E,S,False
4104,Earth,False,PSO J318.5-22,23.0,False,65.0,94.0,0.0,0.0,445.0,Yes,F,P,False
4105,Europa,False,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,False
4106,Europa,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
4107,Europa,False,TRAPPIST-1e,51.0,False,0.0,16455.0,885.0,0.0,363.0,Yes,B,S,True
4108,Mars,False,PSO J318.5-22,32.0,False,192.0,0.0,441.0,18.0,0.0,No,F,P,False
4109,Europa,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,False
4110,Mars,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
4111,Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
4112,Mars,False,TRAPPIST-1e,27.0,False,875.0,0.0,61.0,289.0,0.0,No,F,P,True
4113,Earth,False,TRAPPIST-1e,48.0,False,383.0,0.0,0.0,393.0,10.0,Yes,F,P,False
4114,Earth,False,55 Cancri e,13.0,False,38.0,0.0,0.0,733.0,0.0,No,G,S,False
4115,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
4116,Earth,False,TRAPPIST-1e,18.0,False,754.0,0.0,34.0,0.0,0.0,No,E,P,True
4117,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,206.0,681.0,31.0,No,F,P,False
4118,Earth,False,TRAPPIST-1e,23.0,False,0.0,153.0,11.0,646.0,0.0,No,G,S,False
4119,Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4120,Earth,False,TRAPPIST-1e,25.0,False,141.0,3.0,640.0,0.0,100.0,No,G,P,False
4121,Mars,False,TRAPPIST-1e,32.0,False,689.0,0.0,610.0,0.0,0.0,No,E,S,True
4122,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
4123,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
4124,Earth,False,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
4125,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
4126,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
4127,Earth,False,TRAPPIST-1e,55.0,False,134.0,935.0,0.0,6.0,394.0,No,F,S,True
4128,Earth,False,TRAPPIST-1e,41.0,False,7.0,0.0,297.0,108.0,361.0,No,G,S,True
4129,Earth,False,TRAPPIST-1e,38.0,False,224.687617481203,2.0,404.0,121.0,0.0,No,G,P,False
4130,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,False
4131,Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
4132,Mars,True,TRAPPIST-1e,75.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
4133,Europa,False,TRAPPIST-1e,50.0,False,0.0,817.0,388.0,78.0,693.0,Yes,C,S,False
4134,Earth,False,TRAPPIST-1e,23.0,False,27.0,0.0,32.0,725.0,0.0,No,G,S,False
